timehour,sumofhourlyavg,rainAmount,temperature
2017-06-05 03:00:00,2712.2,0.0,10.3
2017-06-05 04:00:00,2525.4,0.0,10.2
2017-06-05 05:00:00,2427.2,0.0,10.7
2017-06-05 06:00:00,2583.4,0.0,10.9
2017-06-05 07:00:00,2622.6,0.0,10.4
2017-06-05 08:00:00,2657.2,0.0,10.1
2017-06-05 09:00:00,2645.2,0.4,10.0
2017-06-05 10:00:00,2654.2,0.3,10.1
2017-06-05 11:00:00,2640.8,0.0,11.0
2017-06-05 12:00:00,2555.6,0.0,11.2
2017-06-05 13:00:00,2529.6,0.0,11.2
2017-06-05 14:00:00,2652.6,1.1,10.4
2017-06-05 15:00:00,2672.6,0.7,9.8
2017-06-05 16:00:00,2678.0,1.5,9.5
2017-06-05 17:00:00,2688.0,1.9,9.6
2017-06-05 18:00:00,2688.0,0.0,10.1
2017-06-05 19:00:00,2703.6,0.0,10.0
2017-06-05 20:00:00,2750.8,0.0,9.9
2017-06-05 21:00:00,2760.4,0.0,10.1
2017-06-05 22:00:00,2771.6,0.0,10.0
2017-06-05 23:00:00,2783.2,0.0,9.3
2017-06-06 00:00:00,2785.2,0.0,9.2
2017-06-06 01:00:00,2784.4,0.0,9.3
2017-06-06 02:00:00,2776.0,0.0,9.1
2017-06-06 03:00:00,2697.6,0.0,9.4
2017-06-06 04:00:00,2459.2,0.0,10.3
2017-06-06 05:00:00,2269.8,0.0,12.7
2017-06-06 06:00:00,2438.6,0.0,12.6
2017-06-06 07:00:00,2470.0,0.0,14.2
2017-06-06 08:00:00,2483.8,0.0,13.6
2017-06-06 09:00:00,2391.8,0.0,15.0
2017-06-06 10:00:00,2462.8,0.0,15.0
2017-06-06 11:00:00,2462.8,0.0,16.1
2017-06-06 12:00:00,2400.4,0.0,17.2
2017-06-06 13:00:00,2168.4,0.0,18.2
2017-06-06 14:00:00,2138.8,0.0,18.3
2017-06-06 15:00:00,2214.8,0.0,18.6
2017-06-06 16:00:00,2250.8,0.0,17.7
2017-06-06 17:00:00,2344.4,0.0,17.5
2017-06-06 18:00:00,2479.6,0.0,17.3
2017-06-06 19:00:00,2637.0,0.0,15.5
2017-06-06 20:00:00,2752.6,0.0,13.5
2017-06-06 21:00:00,2801.8,0.0,12.1
2017-06-06 22:00:00,2837.6,0.0,10.7
2017-06-06 23:00:00,2848.6,0.0,10.2
2017-06-07 00:00:00,2865.4,0.0,9.7
2017-06-07 01:00:00,2867.2,0.0,9.0
2017-06-07 02:00:00,2852.2,0.0,9.5
2017-06-07 03:00:00,2783.0,0.0,10.8
2017-06-07 04:00:00,2549.8,0.0,14.9
2017-06-07 05:00:00,2352.0,0.0,14.7
2017-06-07 06:00:00,2422.6,0.0,16.9
2017-06-07 07:00:00,2545.8,0.0,16.7
2017-06-07 08:00:00,2522.6,0.0,18.2
2017-06-07 09:00:00,2529.6,0.0,18.6
2017-06-07 10:00:00,2519.2,0.0,18.9
2017-06-07 11:00:00,2508.8,0.0,19.0
2017-06-07 12:00:00,2332.4,0.0,18.7
2017-06-07 13:00:00,2118.0,0.0,18.9
2017-06-07 14:00:00,2057.6,0.0,19.2
2017-06-07 15:00:00,2252.6,0.0,18.6
2017-06-07 16:00:00,2306.0,0.0,18.3
2017-06-07 17:00:00,2356.0,0.0,17.7
2017-06-07 18:00:00,2495.0,0.0,16.9
2017-06-07 19:00:00,2670.8,0.0,16.1
2017-06-07 20:00:00,2774.6,0.0,15.3
2017-06-07 21:00:00,2813.2,0.0,15.0
2017-06-07 22:00:00,2844.6,0.0,12.9
2017-06-07 23:00:00,2848.4,0.0,13.7
2017-06-08 00:00:00,2864.8,0.0,13.6
2017-06-08 01:00:00,2868.8,0.0,13.1
2017-06-08 02:00:00,2865.8,0.0,13.0
2017-06-08 03:00:00,2827.8,0.0,13.0
2017-06-08 04:00:00,2677.4,0.0,12.2
2017-06-08 05:00:00,2659.6,0.0,12.6
2017-06-08 06:00:00,2779.0,4.8,11.1
2017-06-08 07:00:00,2797.4,3.5,11.0
2017-06-08 08:00:00,2788.6,1.3,11.5
2017-06-08 09:00:00,2788.0,0.8,12.7
2017-06-08 10:00:00,2804.0,0.0,12.8
2017-06-08 11:00:00,2831.8,0.3,12.4
2017-06-08 12:00:00,2786.8,0.9,13.1
2017-06-08 13:00:00,2737.8,0.9,13.4
2017-06-08 14:00:00,2745.8,0.3,13.9
2017-06-08 15:00:00,2854.4,4.1,10.7
2017-06-08 16:00:00,2829.0,10.6,11.4
2017-06-08 17:00:00,2833.2,1.0,11.6
2017-06-08 18:00:00,2853.0,1.0,11.5
2017-06-08 19:00:00,2862.0,0.0,10.6
2017-06-08 20:00:00,2877.2,0.0,10.9
2017-06-08 21:00:00,2879.8,0.0,10.7
2017-06-08 22:00:00,2901.6,0.0,11.0
2017-06-08 23:00:00,2911.0,0.0,10.7
2017-06-09 00:00:00,2917.0,0.0,11.2
2017-06-09 01:00:00,2910.4,0.0,11.2
2017-06-09 02:00:00,2913.2,0.0,11.1
2017-06-09 03:00:00,2857.4,0.0,11.4
2017-06-09 04:00:00,2667.6,0.0,11.4
2017-06-09 05:00:00,2507.0,0.0,12.6
2017-06-09 06:00:00,2577.6,0.0,12.2
2017-06-09 07:00:00,2669.0,0.0,12.7
2017-06-09 08:00:00,2647.4,0.0,13.7
2017-06-09 09:00:00,2601.6,0.0,13.8
2017-06-09 10:00:00,2571.2,0.0,14.9
2017-06-09 11:00:00,2506.2,0.0,15.7
2017-06-09 12:00:00,2274.4,0.0,15.7
2017-06-09 13:00:00,2090.4,0.0,16.2
2017-06-09 14:00:00,2042.2,0.0,16.3
2017-06-09 15:00:00,2057.0,0.0,15.7
2017-06-09 16:00:00,2032.4,0.0,15.4
2017-06-09 17:00:00,2107.0,0.0,14.4
2017-06-09 18:00:00,2204.6,0.0,14.4
2017-06-09 19:00:00,2470.2,0.0,14.1
2017-06-09 20:00:00,2527.8,0.0,13.3
2017-06-09 21:00:00,2566.4,0.0,11.9
2017-06-09 22:00:00,2631.6,0.0,12.0
2017-06-09 23:00:00,2671.4,0.0,11.2
2017-06-10 00:00:00,2697.2,0.0,10.9
2017-06-10 01:00:00,2712.6,0.0,11.0
2017-06-10 02:00:00,2745.4,0.0,11.2
2017-06-10 03:00:00,2745.4,0.0,12.0
2017-06-10 04:00:00,2737.2,0.0,13.5
2017-06-10 05:00:00,2692.2,0.0,16.2
2017-06-10 06:00:00,2634.6,0.0,17.4
2017-06-10 07:00:00,2525.2,0.0,18.2
2017-06-10 08:00:00,2416.2,0.0,17.6
2017-06-10 09:00:00,2326.2,0.0,18.5
2017-06-10 10:00:00,2259.2,0.0,18.1
2017-06-10 11:00:00,2189.6,0.0,18.4
2017-06-10 12:00:00,2169.2,0.0,19.0
2017-06-10 13:00:00,2202.2,0.0,16.9
2017-06-10 14:00:00,2252.6,0.0,17.6
2017-06-10 15:00:00,2327.2,0.0,18.7
2017-06-10 16:00:00,2369.8,0.0,18.6
2017-06-10 17:00:00,2497.4,0.0,17.0
2017-06-10 18:00:00,2518.8,0.0,16.2
2017-06-10 19:00:00,2572.6,0.0,17.0
2017-06-10 20:00:00,2607.2,0.0,16.3
2017-06-10 21:00:00,2595.4,0.0,16.5
2017-06-10 22:00:00,2635.8,0.0,15.3
2017-06-10 23:00:00,2640.4,0.0,14.4
2017-06-11 00:00:00,2671.2,0.0,14.2
2017-06-11 01:00:00,2728.4,0.0,13.6
2017-06-11 02:00:00,2771.8,0.0,13.4
2017-06-11 03:00:00,2767.6,0.0,14.1
2017-06-11 04:00:00,2772.6,0.0,16.6
2017-06-11 05:00:00,2759.6,0.0,17.1
2017-06-11 06:00:00,2720.8,0.0,17.8
2017-06-11 07:00:00,2628.4,0.0,18.8
2017-06-11 08:00:00,2476.4,0.0,19.0
2017-06-11 09:00:00,2342.6,0.0,19.6
2017-06-11 10:00:00,2227.4,0.0,19.8
2017-06-11 11:00:00,2155.0,0.0,19.8
2017-06-11 12:00:00,2213.2,0.0,19.5
2017-06-11 13:00:00,2260.4,0.0,19.7
2017-06-11 14:00:00,2627.4,0.0,17.7
2017-06-11 15:00:00,2536.6,0.0,16.4
2017-06-11 16:00:00,2494.8,0.0,15.8
2017-06-11 17:00:00,2490.8,0.0,16.0
2017-06-11 18:00:00,2561.4,0.0,16.4
2017-06-11 19:00:00,2634.8,0.0,16.2
2017-06-11 20:00:00,2699.6,0.0,15.2
2017-06-11 21:00:00,2742.4,0.0,13.5
2017-06-11 22:00:00,2775.2,0.0,13.1
2017-06-11 23:00:00,2788.4,0.0,13.0
2017-06-12 00:00:00,2799.6,0.0,13.0
2017-06-12 01:00:00,2803.8,0.0,12.7
2017-06-12 02:00:00,2799.6,0.0,12.4
2017-06-12 03:00:00,2746.2,0.3,12.2
2017-06-12 04:00:00,2695.2,0.7,12.1
2017-06-12 05:00:00,2714.0,3.2,11.8
2017-06-12 06:00:00,2762.2,2.6,12.0
2017-06-12 07:00:00,2772.6,1.9,12.0
2017-06-12 08:00:00,2797.6,2.5,12.2
2017-06-12 09:00:00,2799.6,2.0,12.4
2017-06-12 10:00:00,2816.0,0.3,12.4
2017-06-12 11:00:00,2829.0,0.4,12.3
2017-06-12 12:00:00,2826.4,7.6,12.1
2017-06-12 13:00:00,2779.8,0.4,12.2
2017-06-12 14:00:00,2743.0,0.6,12.9
2017-06-12 15:00:00,2667.4,0.0,12.8
2017-06-12 16:00:00,2695.2,0.0,11.6
2017-06-12 17:00:00,2650.4,0.0,12.0
2017-06-12 18:00:00,2715.4,0.0,12.5
2017-06-12 19:00:00,2806.8,0.0,13.3
2017-06-12 20:00:00,2853.0,0.5,13.2
2017-06-12 21:00:00,2851.4,0.0,12.7
2017-06-12 22:00:00,2874.4,0.0,12.2
2017-06-12 23:00:00,2881.8,0.0,12.0
2017-06-13 00:00:00,2892.0,0.0,11.9
2017-06-13 01:00:00,2886.2,0.0,11.8
2017-06-13 02:00:00,2880.8,0.0,12.0
2017-06-13 03:00:00,2835.2,0.0,12.2
2017-06-13 04:00:00,2606.4,0.0,12.3
2017-06-13 05:00:00,2454.8,0.0,12.8
2017-06-13 06:00:00,2601.8,0.0,13.9
2017-06-13 07:00:00,2680.4,0.0,13.9
2017-06-13 08:00:00,2661.6,0.0,14.4
2017-06-13 09:00:00,2597.6,0.0,15.1
2017-06-13 10:00:00,2654.2,0.0,15.7
2017-06-13 11:00:00,2679.8,0.0,17.0
2017-06-13 12:00:00,2687.0,0.0,14.5
2017-06-13 13:00:00,2540.4,0.0,14.4
2017-06-13 14:00:00,2484.6,0.0,14.0
2017-06-13 15:00:00,2633.6,0.0,12.7
2017-06-13 16:00:00,2627.4,0.0,11.4
2017-06-13 17:00:00,2679.4,0.0,11.1
2017-06-13 18:00:00,2741.6,0.0,11.1
2017-06-13 19:00:00,2785.0,0.0,11.1
2017-06-13 20:00:00,2817.0,0.0,11.0
2017-06-13 21:00:00,2846.8,0.0,10.9
2017-06-13 22:00:00,2859.2,0.0,10.1
2017-06-13 23:00:00,2866.0,0.0,9.3
2017-06-14 00:00:00,2870.0,0.0,8.9
2017-06-14 01:00:00,2872.8,0.0,7.8
2017-06-14 02:00:00,2855.8,0.0,8.4
2017-06-14 03:00:00,2799.0,0.0,9.5
2017-06-14 04:00:00,2545.2,0.0,11.6
2017-06-14 05:00:00,2359.8,0.0,13.4
2017-06-14 06:00:00,2479.8,0.0,15.2
2017-06-14 07:00:00,2622.8,0.0,15.8
2017-06-14 08:00:00,2548.0,0.0,16.0
2017-06-14 09:00:00,2520.2,0.0,17.8
2017-06-14 10:00:00,2554.0,0.0,18.0
2017-06-14 11:00:00,2551.0,0.0,17.8
2017-06-14 12:00:00,2377.0,0.0,18.2
2017-06-14 13:00:00,2229.4,0.0,18.3
2017-06-14 14:00:00,2221.8,0.0,18.7
2017-06-14 15:00:00,2300.8,0.0,19.9
2017-06-14 16:00:00,2330.4,0.0,18.2
2017-06-14 17:00:00,2307.4,0.0,18.3
2017-06-14 18:00:00,2492.4,0.0,17.2
2017-06-14 19:00:00,2639.0,0.0,15.7
2017-06-14 20:00:00,2718.6,0.0,13.6
2017-06-14 21:00:00,2776.4,0.0,11.9
2017-06-14 22:00:00,2805.8,0.0,10.7
2017-06-14 23:00:00,2829.2,0.0,10.0
2017-06-15 00:00:00,2844.0,0.0,9.6
2017-06-15 01:00:00,2844.8,0.0,9.3
2017-06-15 02:00:00,2843.6,0.0,9.1
2017-06-15 03:00:00,2762.6,0.0,9.9
2017-06-15 04:00:00,2563.8,0.0,15.7
2017-06-15 05:00:00,2355.0,0.0,18.7
2017-06-15 06:00:00,2511.6,0.0,19.3
2017-06-15 07:00:00,2596.4,0.0,19.7
2017-06-15 08:00:00,2539.8,0.0,17.1
2017-06-15 09:00:00,2506.0,0.0,15.3
2017-06-15 10:00:00,2516.0,0.0,16.2
2017-06-15 11:00:00,2491.0,0.0,17.5
2017-06-15 12:00:00,2408.0,0.0,17.3
2017-06-15 13:00:00,2198.6,0.0,17.5
2017-06-15 14:00:00,2133.2,0.0,17.3
2017-06-15 15:00:00,2250.6,0.0,17.9
2017-06-15 16:00:00,2305.6,0.0,16.9
2017-06-15 17:00:00,2365.6,0.0,15.8
2017-06-15 18:00:00,2459.6,0.0,14.7
2017-06-15 19:00:00,2616.8,0.0,14.1
2017-06-15 20:00:00,2717.4,0.0,12.8
2017-06-15 21:00:00,2782.4,0.0,12.4
2017-06-15 22:00:00,2827.2,0.0,12.3
2017-06-15 23:00:00,2855.0,0.0,12.8
2017-06-16 00:00:00,2878.0,0.0,12.3
2017-06-16 01:00:00,2880.2,0.0,11.7
2017-06-16 02:00:00,2879.4,0.0,11.7
2017-06-16 03:00:00,2812.0,0.0,12.4
2017-06-16 04:00:00,2572.2,0.0,17.2
2017-06-16 05:00:00,2402.0,0.0,19.5
2017-06-16 06:00:00,2482.6,0.0,19.7
2017-06-16 07:00:00,2590.2,0.0,19.5
2017-06-16 08:00:00,2496.4,0.0,20.0
2017-06-16 09:00:00,2474.4,0.0,20.8
2017-06-16 10:00:00,2506.2,0.0,20.8
2017-06-16 11:00:00,2482.0,0.0,20.0
2017-06-16 12:00:00,2336.6,0.0,20.5
2017-06-16 13:00:00,2252.2,0.0,20.6
2017-06-16 14:00:00,2288.0,0.0,21.0
2017-06-16 15:00:00,2326.4,0.0,21.3
2017-06-16 16:00:00,2399.0,0.0,21.0
2017-06-16 17:00:00,2434.0,0.0,20.3
2017-06-16 18:00:00,2496.4,0.0,19.6
2017-06-16 19:00:00,2549.0,0.0,18.0
2017-06-16 20:00:00,2593.8,0.0,16.8
2017-06-16 21:00:00,2671.8,0.0,15.8
2017-06-16 22:00:00,2732.0,0.0,14.7
2017-06-16 23:00:00,2746.4,0.0,14.2
2017-06-17 00:00:00,2795.0,0.0,14.6
2017-06-17 01:00:00,2813.4,0.0,14.5
2017-06-17 02:00:00,2835.4,0.0,14.4
2017-06-17 03:00:00,2848.8,0.0,15.7
2017-06-17 04:00:00,2833.4,0.0,18.3
2017-06-17 05:00:00,2806.4,0.0,20.8
2017-06-17 06:00:00,2742.4,0.0,21.6
2017-06-17 07:00:00,2623.4,0.0,22.9
2017-06-17 08:00:00,2540.2,0.0,22.0
2017-06-17 09:00:00,2421.6,0.0,20.9
2017-06-17 10:00:00,2418.2,0.0,20.1
2017-06-17 11:00:00,2327.6,0.0,21.4
2017-06-17 12:00:00,2241.2,0.0,23.5
2017-06-17 13:00:00,2229.4,0.0,22.7
2017-06-17 14:00:00,2253.8,0.0,21.9
2017-06-17 15:00:00,2319.0,0.0,22.5
2017-06-17 16:00:00,2381.8,0.0,22.3
2017-06-17 17:00:00,2365.4,0.0,21.1
2017-06-17 18:00:00,2507.8,0.0,20.2
2017-06-17 19:00:00,2528.0,0.0,21.1
2017-06-17 20:00:00,2521.8,0.0,18.9
2017-06-17 21:00:00,2554.8,0.0,18.1
2017-06-17 22:00:00,2632.6,0.0,16.3
2017-06-17 23:00:00,2672.2,0.0,16.0
2017-06-18 00:00:00,2729.8,0.0,15.2
2017-06-18 01:00:00,2777.6,0.0,15.8
2017-06-18 02:00:00,2819.0,0.0,15.6
2017-06-18 03:00:00,2835.2,0.0,16.0
2017-06-18 04:00:00,2821.2,0.0,15.4
2017-06-18 05:00:00,2793.4,0.0,15.5
2017-06-18 06:00:00,2776.8,0.0,15.8
2017-06-18 07:00:00,2704.0,0.0,16.3
2017-06-18 08:00:00,2612.4,0.0,16.4
2017-06-18 09:00:00,2536.0,0.0,16.3
2017-06-18 10:00:00,2488.4,0.0,16.7
2017-06-18 11:00:00,2484.4,0.0,17.3
2017-06-18 12:00:00,2436.4,0.0,17.7
2017-06-18 13:00:00,2427.2,0.0,16.8
2017-06-18 14:00:00,2498.0,0.0,16.3
2017-06-18 15:00:00,2511.0,0.0,16.4
2017-06-18 16:00:00,2559.2,0.0,16.5
2017-06-18 17:00:00,2583.6,0.0,18.5
2017-06-18 18:00:00,2648.4,0.0,19.3
2017-06-18 19:00:00,2694.6,0.0,18.8
2017-06-18 20:00:00,2737.4,0.0,18.1
2017-06-18 21:00:00,2803.8,0.0,17.5
2017-06-18 22:00:00,2841.8,0.0,16.8
2017-06-18 23:00:00,2858.2,0.0,16.4
2017-06-19 00:00:00,2862.4,0.0,16.2
2017-06-19 01:00:00,2864.0,0.0,16.0
2017-06-19 02:00:00,2855.8,0.0,15.7
2017-06-19 03:00:00,2802.2,0.0,15.9
2017-06-19 04:00:00,2605.6,0.0,15.8
2017-06-19 05:00:00,2435.4,0.0,17.3
2017-06-19 06:00:00,2532.2,0.0,17.8
2017-06-19 07:00:00,2633.8,0.0,18.3
2017-06-19 08:00:00,2615.6,0.0,17.6
2017-06-19 09:00:00,2604.2,0.0,17.9
2017-06-19 10:00:00,2575.6,0.0,19.8
2017-06-19 11:00:00,2583.6,0.0,21.1
2017-06-19 12:00:00,2405.8,0.0,21.5
2017-06-19 13:00:00,2188.4,0.0,21.7
2017-06-19 14:00:00,2182.2,0.0,21.6
2017-06-19 15:00:00,2283.4,0.0,21.8
2017-06-19 16:00:00,2314.6,0.0,20.4
2017-06-19 17:00:00,2332.6,0.0,20.0
2017-06-19 18:00:00,2503.2,0.0,18.9
2017-06-19 19:00:00,2660.6,0.0,17.7
2017-06-19 20:00:00,2718.8,0.0,16.7
2017-06-19 21:00:00,2727.2,0.0,15.8
2017-06-19 22:00:00,2838.6,0.0,15.0
2017-06-19 23:00:00,2850.6,0.0,13.8
2017-06-20 00:00:00,2857.8,0.0,13.1
2017-06-20 01:00:00,2866.2,0.0,13.0
2017-06-20 02:00:00,2881.2,0.4,13.0
2017-06-20 03:00:00,2828.4,0.0,12.1
2017-06-20 04:00:00,2768.8,0.0,11.6
2017-06-20 05:00:00,2786.4,5.0,11.3
2017-06-20 06:00:00,2736.6,0.0,11.1
2017-06-20 07:00:00,2818.4,0.0,10.9
2017-06-20 08:00:00,2799.6,0.0,11.2
2017-06-20 09:00:00,2793.4,0.0,12.5
2017-06-20 10:00:00,2752.4,0.0,14.9
2017-06-20 11:00:00,2679.6,0.0,16.3
2017-06-20 12:00:00,2546.8,0.0,17.7
2017-06-20 13:00:00,2587.6,0.0,17.0
2017-06-20 14:00:00,2479.6,0.0,13.7
2017-06-20 15:00:00,2556.6,0.0,13.4
2017-06-20 16:00:00,2593.2,0.0,12.7
2017-06-20 17:00:00,2627.4,0.0,12.8
2017-06-20 18:00:00,2666.0,0.0,12.9
2017-06-20 19:00:00,2770.8,0.0,12.5
2017-06-20 20:00:00,2827.6,0.0,12.2
2017-06-20 21:00:00,2866.6,0.0,11.8
2017-06-20 22:00:00,2894.6,0.0,11.2
2017-06-20 23:00:00,2900.0,0.0,11.1
2017-06-21 00:00:00,2917.0,0.0,10.8
2017-06-21 01:00:00,2914.8,0.0,10.4
2017-06-21 02:00:00,2906.6,0.0,10.2
2017-06-21 03:00:00,2845.2,0.0,10.1
2017-06-21 04:00:00,2682.4,0.0,10.5
2017-06-21 05:00:00,2463.6,0.0,12.0
2017-06-21 06:00:00,2572.4,0.0,13.2
2017-06-21 07:00:00,2687.8,0.0,13.7
2017-06-21 08:00:00,2653.4,0.0,14.0
2017-06-21 09:00:00,2627.6,0.0,14.8
2017-06-21 10:00:00,2647.0,0.0,14.9
2017-06-21 11:00:00,2613.6,0.0,15.5
2017-06-21 12:00:00,2507.4,0.0,17.0
2017-06-21 13:00:00,2747.4,8.0,10.2
2017-06-21 14:00:00,2664.2,0.7,10.4
2017-06-21 15:00:00,2604.2,0.0,10.6
2017-06-21 16:00:00,2603.6,0.0,11.9
2017-06-21 17:00:00,2613.0,0.0,14.3
2017-06-21 18:00:00,2647.2,0.0,14.0
2017-06-21 19:00:00,2741.8,0.0,13.7
2017-06-21 20:00:00,2816.8,0.0,12.6
2017-06-21 21:00:00,2835.4,0.0,12.3
2017-06-21 22:00:00,2876.4,0.0,11.8
2017-06-21 23:00:00,2883.2,0.0,11.3
2017-06-22 00:00:00,2891.2,0.0,10.6
2017-06-22 01:00:00,2898.8,0.0,10.1
2017-06-22 02:00:00,2889.8,0.0,9.7
2017-06-22 03:00:00,2830.8,0.0,10.0
2017-06-22 04:00:00,2634.0,0.0,11.0
2017-06-22 05:00:00,2498.6,0.0,12.2
2017-06-22 06:00:00,2624.6,0.0,13.4
2017-06-22 07:00:00,2703.6,0.0,14.1
2017-06-22 08:00:00,2704.6,0.0,15.1
2017-06-22 09:00:00,2758.2,0.0,16.6
2017-06-22 10:00:00,2735.6,2.6,11.5
2017-06-22 11:00:00,2704.6,0.0,15.1
2017-06-22 12:00:00,2719.8,0.0,14.9
2017-06-22 13:00:00,2717.6,0.0,11.2
2017-06-22 14:00:00,2618.6,0.0,11.9
2017-06-22 15:00:00,2658.8,0.0,13.4
2017-06-22 16:00:00,2739.2,7.5,12.0
2017-06-22 17:00:00,2739.2,0.0,12.0
2017-06-22 18:00:00,2765.0,0.0,11.8
2017-06-22 19:00:00,2811.6,0.0,11.0
2017-06-22 20:00:00,2827.4,0.3,10.8
2017-06-22 21:00:00,2875.6,0.0,9.8
2017-06-22 22:00:00,2898.8,0.0,9.5
2017-06-22 23:00:00,2902.4,0.0,9.5
2017-06-23 00:00:00,2916.6,0.0,8.5
2017-06-23 01:00:00,2923.8,0.0,7.7
2017-06-23 02:00:00,2920.0,0.0,7.3
2017-06-23 03:00:00,2891.4,0.0,7.7
2017-06-23 04:00:00,2871.8,0.0,8.5
2017-06-23 05:00:00,2834.2,0.0,10.3
2017-06-23 06:00:00,2845.0,0.0,9.9
2017-06-23 07:00:00,2824.2,0.0,11.0
